"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","_WARN_","I_BAD","U_BAD","P_BAD1","P_BAD0","EM_EVENTPROBABILITY","EM_PROBABILITY","EM_CLASSIFICATION"
"           0","       27000","       54515","       82539","DebtCon","Other","          20","           0","           0"," 203.8613989","           0","          26"," 37.11235228","","0","           0","0.0662280836","0.9337719164","0.0662280836","0.9337719164","0"
"           0","       27000","10140.090449","       82425","DebtCon","Other","          21","           0","           0","212.64422077","           0","          27","36.997793604","","0","           0","0.0774245356","0.9225754644","0.0774245356","0.9225754644","0"
"           0","       27000","       54834","       85391","DebtCon","Other","           9","           0","           1","132.57854459","           2","          30","39.305739117","","0","           0","0.1877136057","0.8122863943","0.1877136057","0.8122863943","0"
"           0","       27000","           .","       38441","DebtCon","Other","2.5099050675","           1","           .","85.179503348","           .","          14","23.691176013","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       27000","41180.147998","       86091","DebtCon","Other","          24","           0","           2","200.14145359","           1","          20","26.248756632","","0","           0","0.1122847354","0.8877152646","0.1122847354","0.8877152646","0"
"           0","       27000","       23160","       58074","DebtCon","Other","          36","           0","           0","275.84323074","           1","          24","40.133220412","","0","           0","0.0770130423","0.9229869577","0.0770130423","0.9229869577","0"
"           0","       27000","           .","38994.345353","DebtCon","Other","          26","           0","           0","133.09973693","           0","           8"," 22.71865262","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       27000","           .","       38356","DebtCon","Other","           8","           0","           .","87.474223059","           .","          13","20.927415374","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","       27100","36393.473305","      101000","DebtCon","Other","           8","           1","           1","       128.8","           0","          22","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","2554.4432797","24332.044204","      237302","HomeImp","ProfExe","24.961930574","           0","           0","349.51426763","           2","          18","37.420847161","","0","           0","0.1077292104","0.8922707896","0.1077292104","0.8922707896","0"
"           0","       27100","       44095","       77587","DebtCon","Mgr","          14","           1","           0","92.140029015","           6","          15","33.535547201","","0","           0","0.2049796824","0.7950203176","0.2049796824","0.7950203176","0"
"           0","       27100","       24494","61659.691536","DebtCon","Other","           .","           1","           1"," 101.3129167","           1","          26","31.124553856","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       27100","           .","       31681","HomeImp","Other","          23","           0","           0","92.514030362","           2","          15","29.741908938","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       27100","       33649","59753.123418","","Office","           2","           0","           0","113.03673652","           2","           6","37.837863874","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","       27100","       20479","       46735","DebtCon","Other","          24","           0","           0","103.81628973","           0","          10","24.258677221","","0","           0","0.0443312294","0.9556687706","0.0443312294","0.9556687706","0"
"           0","       27100","      118200"," 47685.40981","DebtCon","ProfExe","           6","           0","           1","117.15216054","           3","          27","34.206008445","","0","           0","0.1007047314","0.8992952686","0.1007047314","0.8992952686","0"
"           0","       27100"," 17114.01835","       74244","DebtCon","Other","           .","           1","           2","93.060342618","           1","          25","27.361339812","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
